CommRound,Acc,Loss,Time
0,8.92,2.304580703566346,4.240831613540649
1,10.28,3.089528617979605,29.583128690719604
2,18.31,2.834630263002613,29.25564217567444
3,29.45,2.0251484309570698,28.511621236801147
4,24.28,2.0422838956494873,29.320998907089233
5,57.27,1.3124291745922234,29.32383441925049
6,66.79,1.0150744002076644,28.49000573158264
7,71.57,0.7888975324510019,28.952279567718506
8,81.74,0.5749829132345659,29.4307701587677
9,78.92,0.6141737012923518,29.359845638275146
10,81.06,0.6898665912920916,29.33719563484192
11,89.79,0.3414460738437085,30.070449829101562
12,80.02,0.6773234254951719,29.666860342025757
13,90.33,0.3444431325350004,29.553181648254395
14,90.25,0.340345975577454,29.18157935142517
15,88.49,0.45053679934596713,29.11742854118347
16,88.62,0.5203371985426432,28.930917739868164
17,90.88,0.4819007186289829,28.94772481918335
18,88.28,0.487399178545309,31.02949094772339
19,89.62,0.43282103463064264,29.620595932006836
20,87.98,0.5643770485833476,28.992706775665283
21,88.81,0.5022393419301208,29.047343254089355
22,87.97,0.520628501861533,29.167531728744507
23,90.67,0.4728598464928756,29.045463800430298
24,90.38,0.4957707630694384,28.704275608062744
25,90.6,0.49425382899191184,29.37589383125305
26,90.61,0.5061729870076421,29.054527282714844
27,90.64,0.5140139686144134,28.98514461517334
28,90.68,0.5205706447964134,29.05406093597412
29,90.7,0.5262868029737398,28.740923404693604
30,90.72,0.531304201435392,29.010111331939697
