CommRound,Acc,Loss,Time
0,7.96,2.302998521659948,3.926630973815918
1,49.26,1.7030822521523585,38.97990012168884
2,66.97,0.9414258101318456,38.51348161697388
3,74.52,0.7437363082095038,39.01332974433899
4,78.62,0.5901138642920724,37.43738007545471
5,77.22,0.8221611425846438,38.40758037567139
6,87.01,0.40751340513742423,38.066882848739624
7,88.8,0.3957771177910551,38.5792498588562
8,90.7,0.3167200071996526,38.16604566574097
9,90.15,0.34234848349720615,39.18624544143677
10,91.17,0.3037274390741994,37.54751372337341
11,91.36,0.3004488513533828,39.00249195098877
12,91.52,0.29918051661947104,38.36742901802063
13,91.44,0.30251588634675064,38.66754150390625
14,91.44,0.30398165095078794,38.75345039367676
