CommRound,Acc,Loss,Time
0,9.81,2.3051711456685124,4.303513288497925
1,54.27,1.498651389834247,29.942158937454224
2,83.15,0.5049891867969609,29.738118171691895
3,86.72,0.35377232636077494,34.07030463218689
4,91.51,0.2594752703569358,33.54269742965698
5,92.13,0.24450086641915236,33.71798372268677
6,93.12,0.21891588652860136,35.029696464538574
7,91.83,0.2720385847872571,38.409833669662476
8,93.66,0.21639927713601273,32.05583643913269
9,95.15,0.16468043556463421,30.907789707183838
10,94.83,0.18141230762217053,32.39373421669006
11,94.99,0.17623852151062905,31.299600839614868
12,95.02,0.17661163801787114,30.284405946731567
13,95.03,0.17697258210885397,28.17207169532776
14,95.05,0.17728707607307978,30.014201164245605
15,95.06,0.17775809629952913,32.72413349151611
16,95.07,0.17802907601426227,42.928730964660645
17,95.09,0.17841463503383595,56.85317039489746
18,95.08,0.17877932747271902,31.27091693878174
19,95.1,0.17912988934026372,32.36709547042847
20,95.09,0.17950385401491076,31.419628620147705
21,95.09,0.1798437480738127,32.508222579956055
22,95.08,0.18015919742248127,33.16806197166443
23,95.07,0.1803454657813204,31.591331720352173
24,95.07,0.18061260532962065,30.58274483680725
25,95.06,0.18082933359237127,31.128319025039673
26,95.06,0.18103515033100295,31.776061296463013
27,95.06,0.1812359746762911,34.889952421188354
28,95.05,0.1813337342073858,32.16622066497803
29,95.05,0.1814816193485668,34.201351165771484
30,95.06,0.18154713423639723,31.93427085876465
