CommRound,Acc,Loss,Time
0,8.92,2.304580703566346,3.511038303375244
1,18.51,2.6384003675436674,50.01249432563782
2,40.09,1.6469816799405255,49.39410996437073
3,66.62,0.8606025942518741,49.07837724685669
4,78.66,0.6160090544933006,48.685250997543335
5,78.11,0.6930350201039375,49.089476346969604
6,85.99,0.46639195867354355,48.765305042266846
7,79.06,0.7601394283620617,49.1019504070282
8,84.83,0.653501245464328,48.716403007507324
9,86.92,0.5103687287508687,48.31372857093811
10,84.88,0.6148972052939331,48.622071266174316
11,89.8,0.4625428265691558,48.247538566589355
12,90.38,0.4645641626483655,48.49752688407898
13,90.89,0.45351301521487253,48.017834424972534
14,90.86,0.46743300367335355,48.67327857017517
15,90.9,0.4789352169425427,48.18084120750427
16,90.87,0.4877621602809316,50.0451774597168
17,90.81,0.49492756272607213,48.76233243942261
18,90.82,0.5007816367440775,49.59034490585327
19,90.82,0.505719337447346,48.39541721343994
20,90.8,0.5098561866774778,49.22185468673706
21,90.77,0.5133844444386756,49.248820066452026
22,90.74,0.5164390457440403,49.42110991477966
23,90.73,0.5191026190767372,47.96373414993286
24,90.75,0.5214317529992778,49.351916551589966
25,90.76,0.5234812844804004,49.30521893501282
26,90.77,0.5252554847776324,49.315908908843994
27,90.74,0.5268027166942064,48.36280584335327
28,90.73,0.5281618881994222,49.42387390136719
29,90.72,0.5293615601980423,49.57278871536255
30,90.7,0.5303765728220909,49.44077825546265
