CommRound,Acc,Loss,Time
0,8.92,2.3045806884765625,3.532407522201538
1,37.19,1.6620100133026703,29.366554260253906
2,66.36,1.0092356431333325,28.772502422332764
3,71.61,0.828629550300067,28.73361325263977
4,75.32,0.66893969231014,29.006571292877197
5,84.01,0.43174830305425427,28.752636194229126
6,80.76,0.5321904005883615,28.675872564315796
7,84.28,0.46684308840504174,29.320141315460205
8,89.28,0.34639321097844766,28.870301008224487
9,91.62,0.2750109324726877,28.921366691589355
10,91.4,0.28680504962236064,28.590620517730713
11,92.18,0.2839571439625719,28.782554864883423
12,92.79,0.24639838203033315,28.771901845932007
13,92.79,0.2565590100292164,28.40527319908142
14,92.86,0.2502677693161406,28.28537940979004
15,93.04,0.24687034733404842,28.60409641265869
16,93.14,0.24554062182012992,28.993247270584106
17,93.16,0.24457199668771104,29.011793613433838
18,93.16,0.2440861779253317,28.908533334732056
19,93.22,0.2436299527394055,28.98681879043579
20,93.25,0.24329624317963666,28.293646574020386
21,93.25,0.24314884101099607,28.34769558906555
22,93.28,0.24295526667486264,29.86702299118042
23,93.31,0.24289166256549616,28.95928430557251
24,93.33,0.2427932276166504,28.501301288604736
25,93.37,0.24273922072747087,28.417689323425293
26,93.37,0.2426531223721708,29.2262122631073
27,93.37,0.24259730257518305,28.44560217857361
28,93.39,0.24257384318433986,29.217233896255493
29,93.38,0.2425171454095199,28.71666145324707
30,93.41,0.24252032290531111,28.70239567756653
